Protein,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46
Q9CZ42,1500679.15970307,1392887.42948806,1594091.22288749,1441867.60574651,1595911.99597103,1193627.76483388,2090100.45963414,1329928.45678484,1150840.4891534,1616342.96255533,1808628.11392613,1416945.59196671,1447457.55269371,1712140.71570712,1581587.98536323,1468972.84464819,1349141.60951278,1277751.5999088,1389426.53432861,1440925.3901446,330720.221753675,1524975.61460801,1232335.53946001,1106377.68683974,1232843.70141045,1228939.65487677,1236492.95247448,1218834.58643883,1319820.78335016,1147704.14137032,1139728.65607756,1280983.04438604,480985.853134333,623623.515897689,613796.223872724,818913.989623391,650178.016398426,843877.947509787,756710.460130271,614310.803015555,664816.060343734,693182.140252601,733368.271616516,688341.41050283,814639.594674918,766001.014246209
Q9CZ44,1903300.39767218,1638691.09351536,1758997.21146206,1592246.4357937,1429671.16305738,1685121.55035371,1652309.1471432,1644438.56480828,1700105.26806753,1669864.25270617,1537770.7635314,1838784.35598733,1817737.39175489,1764984.56495734,1757319.98373692,1684422.19519659,2393965.56274449,2374329.46550218,2186303.51725237,2124576.12269495,2389720.31202655,1879163.49929116,2437081.47729031,2232690.10677569,2497571.29165048,2272563.01258959,2102038.01920662,2599545.64138906,2287086.699915,2324587.20158903,2257109.69144772,2251728.00770983,665498.117092755,625311.26560242,509276.666552159,647919.165085552,617513.570598505,627553.905127837,588055.071580526,655383.909031129,705824.880198864,588654.674658954,723576.972930047,660599.691187854,630022.380667765,579233.05690117
Q9CZA6,20375.0747699522,81388.3243112629,47053.1754066101,77223.9521359944,79296.8772998107,40372.7038105575,67363.3729219921,56611.8194442195,54316.1836926189,59836.8023886378,72170.3778793713,NaN,91335.6936350915,84761.5341973524,58479.7039032454,59640.2974927166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31528.3091812449,57383.4899608158,39246.0690723294,43039.5136591839,NaN,61684.479411883,53880.1728021751,22143.7615040491,NaN,77845.4546394785,78330.3894917508,24187.3115277442,71523.0325594143,23598.3837996773
Q9CZB0,2501131.93283844,2758463.34075085,2495577.2937618,2423752.90781929,2219315.11939721,2554012.34975483,2909193.88300427,2794646.95986544,2667857.49758289,2601134.70133077,2839633.51220286,2282255.87713722,2154355.42726505,3012099.40726252,2606691.30920976,2771462.10023625,2404109.48462053,2917850.66844846,3248806.16115071,2534766.56222516,2699103.74527999,3610748.71329768,2896908.17111868,3000177.33097984,1222215.73846726,2867525.86137913,3379747.40343025,2275792.70436625,3398990.51054561,3131870.62306137,2793452.5884254,2992296.33024551,371711.599722063,458224.044834161,403732.407689237,316398.586899947,428526.419898962,314847.863664819,498503.537837299,623239.739105897,658507.011135252,666591.820057725,371090.220217169,552233.600113731,577090.172455924,528755.2305917
Q9CZC8,2989157.67583131,2430725.12204778,2990295.2594855,2467981.97548023,2526860.66028747,3106942.85846465,3149272.98985414,3684261.26541746,2955567.61987124,2012400.50967154,2411504.15190151,2898789.4553212,2973459.31367312,2642192.46251098,2801949.08518054,2781255.25253391,3530084.81286052,3079953.48336227,3228373.41799882,3092204.85184314,3371212.58303746,3315592.14272839,3384324.46657674,2830732.09966204,3847322.58543606,3355200.32760007,3091232.38118621,2866165.70717256,3100674.85403496,2869260.3534258,2949885.93337722,3162426.89082803,949432.037844306,945139.83464873,913009.074241397,717712.971019363,909938.132997796,926338.102279144,1023872.53579756,928609.353395606,1356445.57982351,1045274.65593646,1145581.94631685,996968.037881931,707484.148782654,1001984.85224298
Q9CZD3,624672.951030871,690981.411098976,626642.756583358,665205.177620478,755564.585592535,617000.234322217,557830.865915867,566118.194442195,676554.711805334,675438.681703587,777622.715649399,652227.627447271,710264.054926448,726074.488698019,721477.482211992,644389.421185674,347936.520348034,631247.432193753,688583.444218736,915040.211259707,934551.336310384,645409.03431152,670427.319601752,697715.658367404,926758.368646476,493526.559815593,638854.692111815,1028391.68230776,507136.616068107,638045.692151634,711771.719530791,512393.217754415,296473.589175911,341769.3152078,389386.586096219,340826.41897678,297868.636699279,419797.151553093,365668.762784845,349121.401132387,355672.649128142,354843.238462641,377944.129297697,309493.556107695,362779.280671398,365964.240743659
Q9CZG3,173249.138762468,177524.868464164,175899.721146206,123841.389450621,157928.791267967,105320.096897107,138116.097940688,58498.8800923601,185703.806204299,133803.225377097,136302.408585737,247695.069130058,50380.499314688,169100.317600703,123988.687741438,218387.296237698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9CZM2,1217624.22876721,1219914.4807281,1264279.24573836,1132264.13211996,1196933.99697828,1281394.51224813,1395283.27980981,1356886.46604399,1412395.14577918,1445074.83407265,1459134.75857809,1243883.53493261,1368913.344408,901516.068208747,1601113.76296031,1449386.54005288,955557.44072259,832445.631880886,1236180.96068942,1262124.42932373,1054037.35191171,953355.722938815,1158763.26844747,1186116.61922459,768401.720792893,1092390.80433491,875849.174669424,882702.860647496,1319820.78335016,1235240.89791551,1072685.79395535,949728.835251834,400373.698977741,422781.301034834,427300.543163482,493209.561932269,409083.29739901,408017.129443185,440295.040904201,399123.443238304,402201.887040693,398854.802923123,493481.453798029,384049.426766692,459606.490815009,458086.273758442
Q9CZN7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55782.4392497501,NaN,38074.086951266,56969.225295633,75264.9254951697,NaN,NaN,NaN,NaN,54199.6077501314,81128.6771598345,81178.0180444137,NaN,62238.1236701179,45935.2513572805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9CZP5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85107.5045399419,102029.418798688,NaN,NaN,85773.8897709531,95237.1867703585,72836.5483024125,81632.7320289862,57178.4406343812,90024.7064643858,95519.0805786537,66083.6877334803,NaN,91038.2268070015,90731.3400720569,104079.872356366,57145.0603910064,55442.5778003764,39348.5392265652,11981.2700186377,45341.3616698902,33091.1530178331,22387.8834358068,29554.7784590332,42822.671502568,44836.7812941166,39067.2817590107,39618.6428966993,30855.6042990975,37227.3969032342
Q9CZR8,202530.68334204,152034.118120592,250657.102633343,187531.246882369,168734.445407354,98298.7571039662,156757.53447256,170734.058641297,190934.899336814,235493.676663691,241150.415190151,114653.612785092,86623.0411379492,82542.0925288432,149372.198617638,138083.44739693,453433.307858809,570220.490108556,499580.570063742,475400.201711939,425668.930579731,326639.938096684,414763.677833182,443547.811390707,345408.79565379,243837.233110471,490475.537814877,594181.860888929,469169.168875843,412395.38639069,393318.124450296,487374.01766875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9CZS1,289155.252723274,348677.049342435,389178.133035981,395407.864888768,347443.340789527,231704.213173634,289507.158260134,NaN,426334.090300011,344677.108571402,401917.358650251,380736.525475024,332129.795036696,429092.055911784,363179.463305631,431878.016326568,262727.576589332,362347.468630855,366767.739576449,376533.788081581,408599.499779541,268592.479218056,121394.247170687,314968.782920142,245505.943987771,435005.62386908,389495.280029462,342797.227435921,295603.695996918,459081.656548127,370970.503742893,363278.785243853,247210.606080216,175525.969291907,232607.250115373,246604.780966135,216207.522199476,321273.330270223,237311.564419553,246438.636093449,358827.173732384,215473.284337779,246740.726899015,186389.676647491,330503.543956861,285199.718648506
Q9CZT8,1293268.2189311,225775.217328783,429854.943551041,800546.124662942,817904.897935155,759182.36513331,927835.136472721,NaN,1124685.02349083,1081130.06104694,926157.391672318,998351.741515474,1223045.52902027,857127.234838563,1200835.32222023,1106626.20963497,969758.931349041,963081.429782008,1005290.96307305,1156947.39354676,795862.211058845,830373.818534943,839643.542930588,873141.309614065,766276.128204254,914877.298630487,753230.290215705,778911.477896063,1184222.7576635,1089346.30367352,938600.069710934,877673.539005121,344840.881669866,254006.330561846,410905.318485746,291970.754823112,417638.271298989,405875.307241382,319400.470350844,260724.933837997,566237.166461212,413525.32440995,471940.596687798,353706.921265937,414420.459414657,364702.295085922
Q9CZU6,22449184.1776719,18389755.6050057,20558279.9089628,17249336.3877651,16042240.3761671,20800719.1371786,20336112.580224,19679346.7591811,20314078.3312684,21087388.3194305,19134761.2053055,18604171.1311659,20197082.1306099,19974975.016583,22942788.6765653,22524250.2846056,17447545.6267819,17449891.2524859,18695959.9839805,17038679.7958704,18776373.8802086,13085274.628572,17289483.6879464,17442891.4591851,15835664.7853584,18629164.60964,18650435.3664901,19520397.6734343,17175749.9203102,18674508.0629746,18436787.0836076,17013056.058252,5678678.41503105,5662400.25936873,6025245.06906779,6013899.61129677,6392898.67798452,6757449.04668371,5671597.13707106,6053818.66925212,7334269.7048597,6785116.18765773,7500134.79383514,6710028.35930969,7178123.84531305,7344523.7280279
Q9CZW4,96629.0971125878,159317.189647326,136322.28388831,169839.619817994,150447.953786853,135160.791017953,107188.260058264,123108.242283461,138623.96801166,119887.689937879,160766.943460101,114653.612785092,129036.91361223,154304.039810642,158158.798536323,152773.175843412,226209.457835602,205965.929537539,199219.24573094,327100.581266401,308316.593828426,298108.136274986,151742.808963359,96384.4345201828,302896.943881015,338446.079557333,83463.2742920275,216152.696188761,180797.367582213,159511.423037909,330744.786469567,143109.824490003,135249.280862727,119830.229035821,140384.11130311,144240.532263211,115881.010099719,189551.264859432,162685.286300196,154470.594362923,117506.041507967,85364.0969014777,161556.428326736,100563.732516786,185908.243475734,150171.533270674
Q9CZW5,2976957.03225649,2530867.35554039,3111226.31777352,2397215.46722273,2186066.95281449,2747099.1940662,2527891.77212507,2623912.90122414,2711449.94035385,2890149.6681453,3031854.85764429,2628379.99120542,2984679.91485679,2705605.08161125,3006969.74994985,2702910.03415267,3002600.87530665,2946457.0475509,2717554.83920154,3008063.22322156,3477896.52553865,3197529.51450067,3145214.58578599,2940373.13169121,3082109.25352613,3140623.56246286,3482788.48280312,3685070.19493614,3136834.3275514,3131870.62306137,2994581.17479202,3482672.65192454,931518.225809508,738390.495819321,812588.323090266,894523.946051687,767614.476298141,1051634.70108453,1055215.5726077,901822.545124578,1277582.4647175,1100289.11151206,1096625.45288451,892936.590450773,1027659.45699086,1119345.7984125
Q9CZX8,2476730.6456888,2221336.81565415,2275702.64232904,2317603.14543305,2418804.11889359,2343372.15596062,2118345.06044,2255486.7746824,2476050.74939066,2451275.08890842,2638674.83287774,2531032.58412374,2490973.46277522,2240579.20820931,2509062.42122438,2604978.51117612,2160655.35959566,2355258.54610056,2227169.00355615,2292859.37993812,2123010.45577359,1682392.45224497,2243954.2658824,2162918.54093895,2019312.95920677,1979958.33285702,2060821.58745747,1533065.37825509,2006850.78016256,2324587.20158903,2637019.24347357,2141643.52733291,642210.161447516,609277.643407485,604573.909991496,635123.633997686,672732.03849837,735715.926318813,631338.312889753,633061.568805273,646677.54386935,691348.325066747,679516.128840937,713482.343632025,685536.647816768,691546.220439741
Q9CZY3,370899.56467458,317723.995353811,296830.779434222,369755.005645425,313363.970042229,286119.596570473,216071.19616488,252506.686727392,505672.336143163,301860.076450731,245519.082132001,360185.406202224,448824.047346887,413238.901136718,350487.707867531,269311.688185502,926140.067282085,613130.05876221,841829.017857921,902418.96696647,1063638.90673682,743794.557834618,1149566.7345709,723630.81139248,1115936.10903532,829046.5925756,839784.796888918,931265.801200919,940146.311427508,910382.268070015,982177.93009037,825633.602826938,218548.506824539,195778.965748665,185470.979166883,207054.957603641,224762.496099456,153140.287428807,191043.271985552,200008.168423669,272866.378266823,235645.251382167,293738.960594065,256610.903663523,192363.390818641,246079.403258667
Q9D023,434342.911263652,928591.619658703,847616.781273281,384792.888650143,778007.098035879,1070754.31845392,1060584.76026029,1671396.57406743,553624.02319122,1102538.57710728,987318.728858227,509451.430394137,911112.81611418,1067445.75485444,471547.528969408,481823.093044607,1379573.37514089,1592421.7700356,1338344.67644888,749912.265089851,560090.698131224,1033047.99699252,1039208.3280521,1365529.21709049,862990.590987315,1053376.84703723,1014954.6318228,1314056.03850436,1410219.46714126,1099072.60995632,1519638.20810342,977750.33934778,347527.953475086,429532.299853753,426275.841621123,227993.099383785,297090.91179928,297713.286050407,325370.572600393,400016.336847338,403779.149342814,496047.007773356,403401.505882516,336368.346694078,395055.017385935,436633.197576917
Q9D051,11895627.4854511,5908391.77606372,9949327.97733227,10526518.1033028,10805654.1393872,11848510.9009245,10026833.2860827,12041244.1357546,11595589.777076,12202854.1543913,9698440.61090825,4012876.44747823,11893837.2546925,9247673.61878845,12496497.6621292,12339371.8950448,13187098.4388468,13826416.5661774,13587774.1960077,11674650.9712445,14722384.0651636,8667764.62238489,14622488.8637419,12758229.1815754,13391233.3084239,14337629.3068957,13498381.3978464,13997553.4536334,14373390.7227859,14297670.235715,13855524.83859,14010752.0479723,3869383.39951642,3611784.36812194,2961387.45741598,3524587.19965749,3437544.05799167,2302458.8669366,2850723.8241594,3625148.052679,4794877.39844592,4153591.39595804,4425667.00628392,4568714.39968502,3756895.75357212,4101323.38764445
Q9D061,453863.940983367,345035.513579067,415563.091207912,134456.365689246,NaN,347556.319760452,388363.261080667,226447.277776878,444642.916263814,565184.823992858,304059.219152799,NaN,549809.457999936,354053.789976472,392468.129701246,403477.87466337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9D0E1,1220064.35748217,1256329.83836177,1154341.92002198,1026114.36973372,1055629.28900167,1386714.60914524,1180624.31368523,1761256.60493127,1360084.21445402,1338032.25377097,1214489.40983445,1211434.39923871,1335251.54085699,1236546.07245514,1366804.43179538,1155591.97112324,1470868.67202522,1439854.41482261,1583537.59427157,1535584.72234388,1344217.67551494,1357720.22461874,1397873.14923822,1295757.65125375,1243471.66435364,1238693.14420119,1236492.95247448,1256923.16726504,1545817.49282792,1342230.2670263,1519638.20810342,1270975.36435177,341258.119262907,387338.557235506,423201.736994048,392008.543328242,408305.572499011,277365.975133293,379101.492846329,366086.379704037,410088.198551295,372264.482728248,416130.194174926,386650.212952471,383435.752168701,281413.881675296
Q9D0F6,478265.22813301,525291.533865757,583767.199553971,471481.861265578,376535.486549416,229948.87822535,687756.029622855,NaN,496081.998733551,508452.256432969,528608.699963917,392634.541896119,545321.217526467,NaN,673639.327099153,424043.494488444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,108859.855955077,100523.221305366,NaN,NaN,NaN,92088.8271992854,116076.169174451,NaN,164126.459133883,NaN,31729.5914665032,85595.2537669524,NaN
Q9D0F9,1817895.89264843,1957325.47281001,2165765.31661266,1875312.46882369,1620848.12090808,2334595.48121919,2330179.566484,2884506.99072928,2249370.04698165,2162260.12209389,2193070.80480898,2303888.63426648,2120693.62371404,1944653.65240809,2040443.75889454,2056561.98250747,1988208.68770305,2097801.13417863,2114788.91622075,1872151.23683021,2091005.27302324,2174320.06986046,2345116.13852464,2083179.60855411,2061824.81097955,1960451.35420819,2112342.1271439,2647156.36742183,1997810.91178345,2071703.23823625,2033633.48437369,2001536.00685318,810599.99457462,708011.001134182,698846.451888476,701427.749634807,654066.640898416,825672.458794476,840291.89162395,737530.12106228,930584.758251015,790374.345102832,801907.362421799,790639.000476801,772035.622211728,797549.655689628
Q9D0G0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39410.3864765561,29957.5572589553,32278.0985842918,28731.7834427525,23487.2919799431,29664.2374949507,30746.0265851747,32412.0380079428,37696.5690206767,35759.3961241421,33682.0674814528,30429.1983736137,40796.5312071749,30034.3066541347
Q9D0I9,301355.896298096,313172.075649602,330911.3504063,395407.864888768,398977.998992758,288752.598992901,316339.529025707,284856.297838374,320840.378794282,292226.24422358,369589.223280557,303940.237666141,262562.067697929,378361.960631573,350487.707867531,284001.416631984,237367.771899242,239340.038490381,230889.997616371,432277.617043378,511016.084580679,436831.724442553,446031.893013511,440557.601426275,119033.184963767,468167.487572103,484293.073052505,380885.808262134,489056.879309887,346256.503667655,527403.848694715,419321.793435742,155850.164702745,46666.279335781,120914.781998299,170994.824537839,164099.953899602,207756.753574745,235819.038857165,194650.806769464,165612.541722639,150372.845239982,141973.830953798,188990.462833271,210437.803378782,227150.218392616
Q9D0J8,66859.5267900229,65911.7973169512,16600.5361831732,51394.1766220077,60927.2652628525,36774.2671665731,155345.304432267,125804.043209377,11508.404891534,113465.135119778,99605.6062741927,58300.2804633631,58010.5081195851,116256.468350483,90013.8347225246,79128.6705650492,310404.009406701,308948.894306308,215565.440252453,339721.825559639,221902.600402466,197754.902281426,144385.581862105,259151.53025075,163670.62932518,174587.458907097,272028.449544386,278046.640031358,229612.656829411,287898.66597086,275993.115736429,150115.200513989,19346.9169975821,102952.731988522,112717.169659432,99688.8194754611,103437.411699749,111374.754493678,115670.731085002,12589.7998873827,104099.311939944,90407.0886625745,108683.415419804,106632.233616937,112061.357872873,77862.0470823577
Q9D0K2,3452782.13167454,2785774.85897611,3166194.98063171,3211030.31218396,3474433.40789527,3168379.58165463,2669114.7761544,2875520.9876429,3452521.46746021,3339728.50541235,2909532.18327247,3872263.52613802,3613033.58114243,2969824.32786235,3914918.40821392,3447189.60877442,2677995.3752735,3203914.45947282,3534864.56527719,3092204.85184314,2901803.23603225,2705601.89688518,2906104.70499524,3069948.89681658,2933317.77232141,3316186.3703024,3163361.13674721,3637459.46890338,3200113.40620517,3754354.22516053,3866138.38238075,2912234.88997138,639523.089642297,1502097.23720959,1844462.77624525,1512199.12856592,1952089.49899527,501186.395221549,1716404.39674519,707171.738355116,737370.126241271,944414.820714521,1478486.10165679,1690511.02075632,902429.598538458,921220.33014783
Q9D0L4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15495.4474101005,22953.3959843263,22645.9040861222,22450.3409087094,24265.0168799412,30092.6019353109,22835.641104523,30626.2507898743,29021.6263590147,31725.0027152645,21932.5090576902,21153.0609776688,30080.9866179486,33062.976232703
Q9D0L7,78816.1574933482,105604.537137656,168204.10834606,199915.385827431,216944.286952312,180799.499673366,92218.6216311548,135688.646604399,170010.526806753,129521.52216503,242024.148578521,147102.748478987,245731.16592242,186010.349360773,176708.287253546,188028.524114968,126799.02345045,117286.154319987,98383.6582763566,NaN,95588.8124810623,93859.7894410351,91137.6507167812,79140.89039196,134975.129378558,137524.199474305,71407.4680054012,93317.0230242229,NaN,NaN,NaN,130099.840445457,138832.043269686,164555.596211163,174199.26220094,89568.7176150583,125213.708899697,93811.8124389053,100596.222904892,113397.488347348,175864.746686421,182464.610992417,99871.2466019821,189857.391561863,96827.2101436113,89598.1416993096
Q9D0L8,96629.0971125878,121991.44807281,136322.28388831,104380.599679809,125511.828849805,127261.783750671,107470.706066323,123108.242283461,NaN,110253.857710728,131933.741643887,106108.673719034,52512.4135395858,137394.008050571,96847.8568815015,119476.458031386,369238.756287709,341369.457289069,223738.537513209,255580.196938056,222969.439827478,208577.309868967,286012.203561241,214298.380784274,277389.832817351,217502.81193454,173109.013346427,211391.623585484,274811.998724964,256774.485865901,269288.829524208,208159.744712731,145997.568083606,145146.474606769,137310.006676035,144240.532263211,142323.656699655,141360.265318898,149252.556238712,165185.317671334,133278.664529171,146705.214868275,185055.545174261,148244.8125894,179453.096132826,169100.718136725
Q9D0M1,586850.955948923,514366.926575655,458438.6482373,299873.078741146,363236.219916324,466041.428769697,415195.63184624,NaN,457720.649095103,493466.295190735,504144.165089554,303940.237666141,388232.800955057,521040.353607166,446164.018093207,478885.147355311,408800.05160425,265085.779682573,451563.623656797,352343.069852875,490746.135505454,548991.221258884,181171.717368374,455508.651248434,139226.314555835,419400.040950009,404951.441935392,465632.900600459,180797.367582213,431847.998956289,426839.5555114,162124.416555108,190782.098170601,79071.0736665947,136285.305133676,190769.736219085,216985.247099474,223820.420088256,235819.038857165,226794.976694696,257882.38639668,248481.957683141,211492.051627727,254877.046206337,67520.8412068116,290247.501279453
Q9D0M3,2293720.99206648,3568705.04810012,3133213.78291679,3326025.88810239,3565865.86599778,3879290.23571009,2457280.2701104,5912790.03084071,5117752.78131096,3436066.82768385,3547357.55678265,2520216.20555911,3714018.99179549,2747880.16101142,2733608.86359076,3045670.36457058,3945985.60977799,4567485.19668894,4280659.69032122,3891550.32374818,3765943.17029185,4496218.42500556,5030504.03048227,4355739.18152223,4463744.43614128,5023047.00207569,4296813.00984882,6132261.51302035,6038632.07724591,4581090.25919847,3452707.39929379,4443409.93521406,1665984.51923624,1713065.95030082,1280876.92794809,985255.893765643,1275468.83599691,1242256.87704487,831336.738249627,1321482.54137067,1813851.64743842,1760462.5784193,1498068.69902973,1915912.49019049,1652517.7197843,1217777.55971597
Q9D0M5,6698153.3225771,7428732.95726962,8333249.28930152,6802430.60625196,6458456.35869527,8609917.92133847,5987855.37084373,8905129.0586066,8491807.85178345,7942559.45838449,7514107.13998295,6771052.98145923,7966626.84040723,6129886.51302549,7117145.93413454,7756176.61974245,7760100.23516753,8009786.14868206,6834752.58430764,7667405.90814168,7681243.86008536,7162466.11248151,7715891.92243992,8113436.3701581,7535225.72672422,8982963.66778973,8099028.83870785,8141434.15160312,8108761.93606226,7995023.76446103,7899883.92006702,7265575.70487706,2275054.12841937,2295339.59843263,1782980.68370374,2117078.77999229,2060970.98499501,1970476.42565737,1656703.3742497,2089371.04514011,2484188.12583958,2503157.72868994,2829685.3203895,2600786.18577895,1897813.31881478,2094829.79184301
Q9D0R2,50876.6837070064,83027.0154047782,75966.6920700177,116764.738624871,152110.362115989,114096.771638532,NaN,141080.248456229,123802.537469533,58766.3765856211,117080.274041595,92588.2005132443,125670.733257128,144792.146945602,94407.1346818668,100869.468665842,220123.104709981,373790.02027183,232933.271931561,402828.047025825,432069.967129802,259737.782100977,403727.837181302,480427.067618698,272075.851345755,440857.71746373,384343.226060818,371363.663055581,267580.104021676,281090.2515729,423487.41240529,207158.976709304,152267.402295785,42193.7426182469,121939.483540658,180300.665329013,177321.27719957,238813.175500866,211938.629858971,106254.339475074,175864.746686421,130200.878195594,166452.07766997,188123.534104678,211728.832847364,219578.544446195
Q9D0S9,599051.599523745,847567.448923778,834424.302187314,861582.238035035,864452.331150976,806576.408737009,595961.077003787,890512.90586066,760252.201925582,732171.249263477,899945.390021215,607880.475332282,659771.349599923,886719.790418686,675591.904858861,719796.693877613,219108.712522377,624572.610403185,212500.528779669,246114.263718128,709448.217632883,754616.965422159,633641.184095483,682764.608545246,271013.055051435,745166.584385598,206082.158745747,387551.309906721,846131.680284758,580660.485083119,531873.372836195,579444.673983996,269602.871123714,362022.311664559,422177.03545169,382702.702537068,333643.982099192,378031.618617963,294027.535790263,325906.167297496,324127.403085735,275072.277878016,371090.220217169,347638.420165786,436367.960380542,336939.490615713
Q9D0T1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,628923.156314231,445305.968027919,803006.805869327,626855.133230787,760656.510033452,593264.706844278,755035.431266169,319952.466194195,679126.832070067,597888.895586874,687283.999417067,441827.537584075,719573.522977208,564125.76440236,460360.986572505,629483.074155326,165702.761321884,101264.982283792,82898.3547768002,219850.488691507,93326.9879997739,192763.998162134,122387.096115744,94646.7225576291,166401.172873698,93524.5744785254,219325.090576902,102297.589973972,108704.681254561,166576.826821251
Q9D154,117614.204061281,177524.868464164,203384.052575301,103496.01832659,98082.091419053,NaN,193475.515520187,457387.557096948,146470.607710433,133803.225377097,175620.411062393,217409.209149091,120060.432665292,178612.210465742,224546.442366385,228180.448535353,264756.360964539,485354.898771329,332032.076218233,310272.255542084,408599.499779541,490943.762380257,532479.311453242,420622.868330063,589851.94334724,466216.78970722,669767.015923677,421831.032650314,483632.95828242,283035.51282946,600033.615993776,525403.20179896,153163.092897525,112235.355364537,85050.228015753,88172.8414963821,127546.883599691,136005.709814395,60298.0327204397,109825.913911211,212141.779635189,149455.937647055,110641.675157098,93628.3026880422,152341.477292615,190553.79431825
Q9D164,2379125.49709023,1019630.01374289,2110796.65375447,1017268.55620153,1512791.57951421,2080071.91371786,2584380.9737368,1860102.6388815,1996533.87891007,2258598.4443654,2053273.46266976,1525109.37761302,3052003.52195883,1701571.94585707,2352856.20044777,2154493.50548401,1481012.59390125,1868950.10135915,1593753.96584752,1851115.82967481,2026994.90752253,2026741.78457581,1636983.03002897,996736.654810578,2083080.73686593,2301823.48056284,1648657.26996598,1190268.15081917,1572937.09796525,1770187.74346947,1843678.70836076,2091605.12716158,341258.119262907,379743.683564222,467263.903315462,457149.428866467,552184.678998663,534384.639349473,568652.239269494,513413.825194686,755508.642715656,628081.701154803,700077.856082521,560035.958671068,529322.082118409,566613.600323802
Q9D172,4868056.78635385,6937125.62921502,2847376.73605421,5979769.94775855,7389405.02301171,7196873.28796895,4872193.63901201,4367197.49998264,8099475.86684479,6690161.26885485,7278199.12512303,6046355.61762894,5565418.18710139,5770548.33812399,6179908.60947484,6228444.86130833,7942690.82893617,7933502.47107556,8346775.57754758,3544466.10568415,8908109.19884898,11609491.7757255,9141354.67330782,8761315.19578498,8204787.39214541,8651345.0307595,8387543.86095189,10188695.3710121,7638688.78034851,7528161.06288666,7866362.48900592,9377196.19210715,2328795.56452377,2126564.62795964,2131379.20810562,2512577.01361722,2356506.44699429,2441677.3100537,2029834.76484649,2276878.7030373,2886390.01288027,2686539.24727529,2761146.22958422,2652801.90949453,2220570.68596015,2889855.55621716
Q9D1A2,1488478.51612825,1411095.10830489,1451172.6994562,1769162.70643744,1645784.24584513,1588578.12819802,1835899.05238133,1635452.5617219,1360084.21445402,1584230.18846483,1607669.43460101,1622456.78469471,1716751.98110184,1638159.32675681,1523010.652572,1635456.43370832,1460724.75014918,1306357.97901124,1532455.73639185,1461960.79729999,1397559.64676553,1800455.08047269,1581803.82676956,1674517.58008177,1232843.70141045,1482530.37731166,1329229.92391007,1123613.13437329,1446378.94065771,1429767.0235715,1307335.81138309,1331021.44455737,536518.670442208,574678.774460522,714216.975023853,533922.615393659,605847.697098532,505470.039625152,552234.458083235,669670.206775678,542578.231929406,673927.080801138,444524.960365686,547898.956470765,481553.991780895,490896.860859597
